src,teamSrc,team,name
https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,Toronto Raptors,Precious Achiuwa
https://cdn.nba.com/headshots/nba/latest/260x190/203500.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,Memphis Grizzlies,Steven Adams
https://cdn.nba.com/headshots/nba/latest/260x190/1628389.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,Miami Heat,Bam Adebayo
https://cdn.nba.com/headshots/nba/latest/260x190/1630583.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,Memphis Grizzlies,Santi Aldama
https://cdn.nba.com/headshots/nba/latest/260x190/200746.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,Brooklyn Nets,LaMarcus Aldridge
https://cdn.nba.com/headshots/nba/latest/260x190/1629638.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,New Orleans Pelicans,Nickeil Alexander-Walker
https://cdn.nba.com/headshots/nba/latest/260x190/1628960.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,Milwaukee Bucks,Grayson Allen
https://cdn.nba.com/headshots/nba/latest/260x190/1628386.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,Cleveland Cavaliers,Jarrett Allen
https://cdn.nba.com/headshots/nba/latest/260x190/1630631.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,New Orleans Pelicans,Jose Alvarado
https://cdn.nba.com/headshots/nba/latest/260x190/203937.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,Memphis Grizzlies,Kyle Anderson
https://cdn.nba.com/headshots/nba/latest/260x190/203507.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,Milwaukee Bucks,Giannis Antetokounmpo
https://cdn.nba.com/headshots/nba/latest/260x190/203648.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,Milwaukee Bucks,Thanasis Antetokounmpo
https://cdn.nba.com/headshots/nba/latest/260x190/2546.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,Los Angeles Lakers,Carmelo Anthony
https://cdn.nba.com/headshots/nba/latest/260x190/1630175.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Orlando Magic,Cole Anthony
