id,name,reb,ast,stl,blk,tov,pts,src,teamSrc,team,newsUrl,newsTitle,newsDate,newsIntro
bc0c99b6-708d-47e8-a009-1fe0edcaa9b6,Rudy Gobert,15.05555556,0.777777778,1,2.166666667,1.833333333,15.66666667,https://cdn.nba.com/headshots/nba/latest/260x190/203497.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Utah Jazz,,,,
fa25857a-f070-4574-9596-d10edcb861d1,Aaron Gordon,6,2.111111111,0.5,0.888888889,1.611111111,13.33333333,https://cdn.nba.com/headshots/nba/latest/260x190/203932.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,Denver Nuggets,,,,
4b5c2011-6e02-413a-969f-df8560e38f97,Eric Gordon,2.2,2.133333333,0.666666667,0.666666667,2.066666667,12.86666667,https://cdn.nba.com/headshots/nba/latest/260x190/201569.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Houston Rockets,,,,
e8028f7c-5231-495c-a21f-bad0310eaf1d,Devonte' Graham,2.588235294,4.882352941,1.117647059,0.176470588,2.117647059,15.11764706,https://cdn.nba.com/headshots/nba/latest/260x190/1628984.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,New Orleans Pelicans,,,,
ad070631-b9f1-477e-9889-a0cb2f21b4fc,Jerami Grant,4.411764706,2.294117647,1.352941176,1,1.823529412,19,https://cdn.nba.com/headshots/nba/latest/260x190/203924.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,Detroit Pistons,,,,
5d010856-d3ca-45ab-b69f-162ddc170eeb,Danny Green,2.416666667,1,1.583333333,0.833333333,0.916666667,7.75,https://cdn.nba.com/headshots/nba/latest/260x190/201980.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,Philadelphia 76ers,,,,
c63aae5d-4a73-42e4-91e1-7e89517db080,Draymond Green,8,7.588235294,1.058823529,0.823529412,2.823529412,7.941176471,https://cdn.nba.com/headshots/nba/latest/260x190/203110.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,Golden State Warriors,,,,
e453abe7-c9d0-45a4-9e36-8cb61a3308f5,JaMychal Green,3.611111111,0.888888889,0.777777778,0.388888889,1.388888889,5.722222222,https://cdn.nba.com/headshots/nba/latest/260x190/203210.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,Denver Nuggets,,,,
3414d1d4-6423-42c9-b624-01c0c6205145,Jalen Green,3.111111111,2.333333333,0.611111111,0.222222222,2.722222222,14,https://cdn.nba.com/headshots/nba/latest/260x190/1630224.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Houston Rockets,,,,
29d4c67f-568c-4259-8dd4-941386e59fef,Javonte Green,4.157894737,0.631578947,0.894736842,0.368421053,0.578947368,5.473684211,https://cdn.nba.com/headshots/nba/latest/260x190/1629750.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,Chicago Bulls,,,,
2d650de5-399e-44dd-9ed9-59d6801eae4a,Jeff Green,2.555555556,1.111111111,0.222222222,0.388888889,0.833333333,9.166666667,https://cdn.nba.com/headshots/nba/latest/260x190/201145.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,Denver Nuggets,,,,
e54fb165-b19d-4405-aa6d-4c4aee46b2a2,Josh Green,1.25,0.375,0.125,0.125,0.25,0.75,https://cdn.nba.com/headshots/nba/latest/260x190/1630182.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Dallas Mavericks,,,,
7691ce67-8aa0-4997-9d09-a99c15d9b13a,Blake Griffin,4.941176471,2,0.529411765,0.588235294,0.529411765,5.470588235,https://cdn.nba.com/headshots/nba/latest/260x190/201933.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,Brooklyn Nets,,,,
5e5b11f4-edfa-4545-9e52-bc1aa6c1514e,Quentin Grimes,0.333333333,0,0,0,0,1.5,https://cdn.nba.com/headshots/nba/latest/260x190/1629656.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,New York Knicks,,,,
c071ef6d-2bd8-4a5c-b51a-5e6992ce1c18,Tyrese Haliburton,3.823529412,5.117647059,1.764705882,0.882352941,1.764705882,11.70588235,https://cdn.nba.com/headshots/nba/latest/260x190/1630169.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,Sacramento Kings,,,,
c9d7248c-bc11-4a4d-82e4-4633cb7de303,R.J. Hampton,3.315789474,2.473684211,0.526315789,0.210526316,1.473684211,7.684210526,https://cdn.nba.com/headshots/nba/latest/260x190/1630181.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Orlando Magic,,,,
